,premise,hypothesis,label,premise_fr,hypothesis_fr
756,Children's soccer game being played while the sun sets in the background.,Old men playing soccer while the sun sets.,2,Jeu de soccer pour enfants joué pendant que le soleil s'éclaire en fond.,Les vieux hommes jouent le soccer pendant que le soleil s'éclaire.
757,Children's soccer game being played while the sun sets in the background.,Children playing soccer while the sun sets.,0,Jeu de soccer pour enfants joué pendant que le soleil s'éclaire en fond.,Enfants jouant au soccer pendant le soleil.
758,Children's soccer game being played while the sun sets in the background.,Girls playing soccer while the sun sets.,1,Jeu de soccer pour enfants joué pendant que le soleil s'éclaire en fond.,Les filles jouent le soccer pendant que le soleil s'éclaire.
759,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,No one is playing soccer.,2,Un match de soccer joué par une équipe bleue et une équipe rouge sur un terrain parfaitement manufacturé à la nuit.,Personne ne joue le soccer.
760,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer for a competition.,1,Un match de soccer joué par une équipe bleue et une équipe rouge sur un terrain parfaitement manufacturé à la nuit.,Les gens jugent le soccer pour une compétition.
761,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer.,0,Un match de soccer joué par une équipe bleue et une équipe rouge sur un terrain parfaitement manufacturé à la nuit.,Les gens sont en train de jouer au soccer.
762,Two soccer teams are competing on a soccer field.,Two skilled soccer teams are competing against one another for the championship.,1,Deux équipes de soccer sont en compétition sur un terrain de soccer.,Deux équipes de soccer qualifiées se disputent les uns contre les autres pour le championnat.
763,Two soccer teams are competing on a soccer field.,There is a soccer game.,0,Deux équipes de soccer sont en compétition sur un terrain de soccer.,Il y a un jeu de soccer.
764,Two soccer teams are competing on a soccer field.,Two baseball teams are competing.,2,Deux équipes de soccer sont en compétition sur un terrain de soccer.,Deux équipes de baseball sont en compétition.
765,Soccer teams play on a field as the sun sets behind a line of trees.,Soccer teams are competing outdoors.,0,Les équipes de soccer jouent sur un terrain à mesure que le soleil se couche derrière une ligne d'arbres.,Les équipes de soccer sont en compétition à l'extérieur.
766,Soccer teams play on a field as the sun sets behind a line of trees.,A football team is playing hockey against a soccer team in an ice rink.,2,Les équipes de soccer jouent sur un terrain à mesure que le soleil se couche derrière une ligne d'arbres.,Une équipe de football joue le hockey contre une équipe de soccer sur une piste de glace.
767,Soccer teams play on a field as the sun sets behind a line of trees.,A soccer team is about to win a soccer game.,1,Les équipes de soccer jouent sur un terrain à mesure que le soleil se couche derrière une ligne d'arbres.,Une équipe de soccer est sur le point de gagner un match de soccer.
768,two men serving preparing food.,Two men riding bikes.,2,Deux hommes qui servent à préparer des aliments.,Deux hommes à bicyclette.
769,two men serving preparing food.,Two men wearing aprons.,1,Deux hommes qui servent à préparer des aliments.,Deux hommes portant des aprons.
770,two men serving preparing food.,Two men serving food.,0,Deux hommes qui servent à préparer des aliments.,Deux hommes qui servent des aliments.
771,A soccer game occurring at sunset.,a sports game is being played,0,Un match de soccer survenu au coucher de soleil.,un jeu sportif est en cours d'exécution
772,A soccer game occurring at sunset.,the world cup is being played,1,Un match de soccer survenu au coucher de soleil.,La Coupe du monde est en cours de jouée
773,A soccer game occurring at sunset.,a basketball game is ocurring at sunrise,2,Un match de soccer survenu au coucher de soleil.,un jeu de basket-ball s’opère au lever du soleil
774,White small child wearing a brown and gray striped hoodie plays at park.,A small child is playing video games in his bedroom.,2,Un petit enfant blanc portant une cabane brune et grise rayée joue dans le parc.,Un petit enfant joue des jeux vidéo dans sa chambre.
775,White small child wearing a brown and gray striped hoodie plays at park.,A child plays at a park.,0,Un petit enfant blanc portant une cabane brune et grise rayée joue dans le parc.,Un enfant joue dans un parc.
776,White small child wearing a brown and gray striped hoodie plays at park.,A small boy is playing tag at a park with his friends.,1,Un petit enfant blanc portant une cabane brune et grise rayée joue dans le parc.,Un petit garçon joue des étiquettes dans un parc avec ses amis.
777,A little boy in brown pants is playing on ropes at a park.,There is a little boy in brown pants.,0,Un petit garçon en pantalon brun joue sur des cordes dans un parc.,Il y a un petit garçon en pantalon brun.
778,A little boy in brown pants is playing on ropes at a park.,There is a little girl in red pants.,2,Un petit garçon en pantalon brun joue sur des cordes dans un parc.,Il y a une petite fille en pantalon rouge.
779,A little boy in brown pants is playing on ropes at a park.,There is a little boy who likes the color brown.,1,Un petit garçon en pantalon brun joue sur des cordes dans un parc.,Il y a un petit garçon qui aime la couleur brune.
780,Toddler in striped sweatshirt plays on rope on playground.,A child takes a break from school.,1,Les enfants en tête rayée jouent sur la corde sur le terrain.,Un enfant prend une pause de l'école.
781,Toddler in striped sweatshirt plays on rope on playground.,A child is napping.,2,Les enfants en tête rayée jouent sur la corde sur le terrain.,Un enfant se couche.
782,Toddler in striped sweatshirt plays on rope on playground.,A child plays on a playground.,0,Les enfants en tête rayée jouent sur la corde sur le terrain.,Un enfant joue sur un terrain de jeu.
783,A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wearing clothes.,-1,Une femme portant un chapeau rose regarde une voiture rose avec le camion ouvert.,La femme porte des vêtements.
784,A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wondering if she left her car open.,1,Une femme portant un chapeau rose regarde une voiture rose avec le camion ouvert.,La femme se demande si elle a laissé sa voiture ouverte.
785,A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wearing a grocery bag to her car.,2,Une femme portant un chapeau rose regarde une voiture rose avec le camion ouvert.,La femme porte un sac d'épicerie à sa voiture.
786,A man in a blue shirt is looking up.,A man in a blue shirt is looking up at a dog.,1,Un homme dans une chemise bleue regarde.,Un homme dans une chemise bleue regarde sur un chien.
787,A man in a blue shirt is looking up.,A man in a red shirt is looking up.,2,Un homme dans une chemise bleue regarde.,Un homme dans une chemise rouge regarde.
788,A man in a blue shirt is looking up.,A person looks up.,0,Un homme dans une chemise bleue regarde.,Une personne regarde.
789,Three girls on an amusement ride enjoying themselves.,There are three girls,0,Trois filles en voyage d'agrément se jouent.,Il existe trois filles
790,Three girls on an amusement ride enjoying themselves.,The girls are at home,2,Trois filles en voyage d'agrément se jouent.,Les filles sont à la maison
791,Three girls on an amusement ride enjoying themselves.,The girls like amusment parks,1,Trois filles en voyage d'agrément se jouent.,Les filles comme les parcs d'amusment
792,Woman at Walmart check-out having her groceries bagged by an employee.,The woman bought unhealthy food,1,Woman at Walmart check-out having her groceries bagged by an employee.,La femme a acheté des aliments malsains
793,Woman at Walmart check-out having her groceries bagged by an employee.,The woman is in Target,2,Woman at Walmart check-out having her groceries bagged by an employee.,La femme est à la cible
794,Woman at Walmart check-out having her groceries bagged by an employee.,A woman is in Walmart,0,Woman at Walmart check-out having her groceries bagged by an employee.,Une femme est à Walmart
795,Brown dog treads through water.,Brown dog is sleeping next to the water,2,Le chien brun traverse l'eau.,Un chien brun dorme à côté de l'eau
796,Brown dog treads through water.,Brown dog treads through water as he is soaked in water,0,Le chien brun traverse l'eau.,Le chien brun traverse l'eau lorsqu'il est emballé dans l'eau
797,Brown dog treads through water.,Brown dog treads through water as he swims towards shore,1,Le chien brun traverse l'eau.,Le chien brun traverse l'eau en nageant vers la rive
798,A woman is waiting with children as she is checked out at Walmart.,A woman is standing at the counter at Target.,2,Une femme attend avec des enfants lorsqu'elle est examinée à Walmart.,Une femme se tient au comptoir à Target.
799,A woman is waiting with children as she is checked out at Walmart.,A woman has children with her at the check out counter.,0,Une femme attend avec des enfants lorsqu'elle est examinée à Walmart.,Une femme a des enfants avec elle au comptoir de vérification.
800,A woman is waiting with children as she is checked out at Walmart.,A woman has three children with her.,1,Une femme attend avec des enfants lorsqu'elle est examinée à Walmart.,Une femme a trois enfants avec elle.
801,A blond woman with two children is checking out at a Walmart register.,A mother is with her two children at Walmart buying food,1,Une femme blonde ayant deux enfants s'inscrit dans un registre de Walmart.,"Une mère, avec ses deux enfants, achète des produits alimentaires à Walmart"
802,A blond woman with two children is checking out at a Walmart register.,Food makes people hungry,2,Une femme blonde ayant deux enfants s'inscrit dans un registre de Walmart.,Les aliments font la faim aux gens
803,A blond woman with two children is checking out at a Walmart register.,A mother is with her two children at walmart,0,Une femme blonde ayant deux enfants s'inscrit dans un registre de Walmart.,Une mère est avec ses deux enfants à walmart
804,A woman sitting in a laundromat looking at the camera.,A monkey is eating a banana.,2,Une femme assise dans un laundromat regardant sur la caméra.,Un singe mange une banane.
805,A woman sitting in a laundromat looking at the camera.,A woman is modeling appliances for the camera.,1,Une femme assise dans un laundromat regardant sur la caméra.,Une femme est en train de modéliser les appareils pour la caméra.
806,A woman sitting in a laundromat looking at the camera.,There is a woman in a room.,0,Une femme assise dans un laundromat regardant sur la caméra.,Il y a une femme dans une pièce.
807,A young boy paddles across the water in a makeshift boat.,A boy is boating in a pond.,1,Un jeune garçon navigue sur l'eau dans un bateau provisoire.,Un garçon est en bateau dans un étang.
808,A young boy paddles across the water in a makeshift boat.,A boy is in a boat.,0,Un jeune garçon navigue sur l'eau dans un bateau provisoire.,Un garçon est en bateau.
809,A young boy paddles across the water in a makeshift boat.,A boy is swimming.,2,Un jeune garçon navigue sur l'eau dans un bateau provisoire.,Un garçon naît.
810,A baseball player is about to throw a baseball.,A baseball playing is throwing a ball,1,Un joueur de baseball est sur le point de lancer un ballon.,Un jeu de baseball est un jeu de balle
811,A baseball player is about to throw a baseball.,A baseball player is swinging to hit the ball.,0,Un joueur de baseball est sur le point de lancer un ballon.,Un joueur de baseball swinge pour frapper le ballon.
812,A baseball player is about to throw a baseball.,A baseball is broken,2,Un joueur de baseball est sur le point de lancer un ballon.,Un baseball est brisé
813,A dog zips along the beach.,A dog is chasing a ball on the beach.,1,Un chien se raccorde le long de la plage.,Un chien chasse un ballon sur la plage.
814,A dog zips along the beach.,A dog is sleeping in the living room.,2,Un chien se raccorde le long de la plage.,Un chien dorme dans la salle de séjour.
815,A dog zips along the beach.,A dog is outside.,0,Un chien se raccorde le long de la plage.,Un chien est à l'extérieur.
816,A white dog runs along a rocky shoreline.,A dog is running up the stairs at home.,2,Un chien blanc emprunte le long d'un rivage rocheux.,Un chien marche sur les escaliers à la maison.
817,A white dog runs along a rocky shoreline.,A dog is running with his owner outside.,1,Un chien blanc emprunte le long d'un rivage rocheux.,Un chien roule avec son propriétaire à l'extérieur.
818,A white dog runs along a rocky shoreline.,A dog is running outside.,0,Un chien blanc emprunte le long d'un rivage rocheux.,Un chien roule à l'extérieur.
819,A fuzzy white lap dog runs along a rocky beach.,A dog runs across the beach.,0,Un chien à queue blanche flou emprunte une plage rocheuse.,Un chien traverse la plage.
820,A fuzzy white lap dog runs along a rocky beach.,A dog chases birds on the beach.,1,Un chien à queue blanche flou emprunte une plage rocheuse.,Un chien chasse les oiseaux sur la plage.
821,A fuzzy white lap dog runs along a rocky beach.,A dog snuggle down under blankets on the couch.,2,Un chien à queue blanche flou emprunte une plage rocheuse.,Un chien se couche sous des couvertures sur le coucher.
822,A small white dog running on a pebble covered beach.,A dog on the beach.,0,Un petit chien blanc sur une plage couverte de cailloux.,Un chien sur la plage.
823,A small white dog running on a pebble covered beach.,A seagull on the dock.,2,Un petit chien blanc sur une plage couverte de cailloux.,Un goéland sur le quai.
824,A small white dog running on a pebble covered beach.,A dog runs after his boy and the frisbee.,1,Un petit chien blanc sur une plage couverte de cailloux.,Un chien roule après son garçon et le frisbee.
825,A baseball player is putting all his might in to throwing a ball.,Player is giving the ball away,1,Un joueur de baseball fait tout son possible pour lancer un ballon.,Le joueur donne la balle
826,A baseball player is putting all his might in to throwing a ball.,Pitcher is winding up a throw,0,Un joueur de baseball fait tout son possible pour lancer un ballon.,Pitcher se termine à l'arrière
827,A baseball player is putting all his might in to throwing a ball.,The player tossed the football,2,Un joueur de baseball fait tout son possible pour lancer un ballon.,Le joueur s’est enfoncé dans le football
828,Cheerleaders are on the field cheering.,The cheerleaders are wearing blue.,1,Les cheerleaders sont sur le terrain en jumelant.,Les cheerleaders portent bleu.
829,Cheerleaders are on the field cheering.,An empty field.,2,Les cheerleaders sont sur le terrain en jumelant.,Un champ vide.
830,Cheerleaders are on the field cheering.,Some people are cheering on a field.,0,Les cheerleaders sont sur le terrain en jumelant.,Certains sont enchantés sur un terrain.
831,Cheerleaders are on the field cheering.,Cheerleaders are waiting for the game to begin.,1,Les cheerleaders sont sur le terrain en jumelant.,Les chefs attendent que le jeu commence.
832,Cheerleaders are on the field cheering.,The football player killed the cheerleader with his bullet pass.,2,Les cheerleaders sont sur le terrain en jumelant.,Le joueur de football a tué le chef de l'épaule avec son pass de balle.
833,Cheerleaders are on the field cheering.,The Dallas Cowboys' cheerleaders are trying to pump-up the crowd.,1,Les cheerleaders sont sur le terrain en jumelant.,Les cheerleaders des Cowboys de Dallas tentent de pomper la foule.
834,Cheerleaders are on the field cheering.,There are people outdoors.,0,Les cheerleaders sont sur le terrain en jumelant.,Il y a des gens à l'extérieur.
835,Cheerleaders are on the field cheering.,Cheerleaders cheer on a field for an activity.,0,Les cheerleaders sont sur le terrain en jumelant.,Les cheerleaders adorent un terrain pour une activité.
836,Cheerleaders are on the field cheering.,People cheering.,0,Les cheerleaders sont sur le terrain en jumelant.,Les gens s'encouragent.
837,Cheerleaders are on the field cheering.,People sit on the snow-covered bench.,2,Les cheerleaders sont sur le terrain en jumelant.,Les gens se trouvent sur le banc couvert de neige.
838,Cheerleaders are on the field cheering.,Cheerleaders cheering.,0,Les cheerleaders sont sur le terrain en jumelant.,Cheerleaders cheering.
839,Cheerleaders are on the field cheering.,Some football players are practicing a running play.,2,Les cheerleaders sont sur le terrain en jumelant.,Certains joueurs de football pratiquent un jeu de course.
840,Cheerleaders are on the field cheering.,The cheerleaders cheer for the start of the big game.,1,Les cheerleaders sont sur le terrain en jumelant.,Les chefs d'équipe adorent le début du grand jeu.
841,Cheerleaders are on the field cheering.,Cheerleaders cheer for the football team.,1,Les cheerleaders sont sur le terrain en jumelant.,Les cheerleaders adorent l'équipe de football.
842,Cheerleaders are on the field cheering.,An old man wearing a diaper.,2,Les cheerleaders sont sur le terrain en jumelant.,Un vieux homme portant une couche.
843,A woman holding a boombox.,A man holding a boombox.,2,Une femme ayant une boîte à bâtonnet.,Un homme ayant une boîte à bâtonnet.
844,A woman holding a boombox.,A sad woman holding a boombox.,1,Une femme ayant une boîte à bâtonnet.,Une triste femme holding a boombox.
845,A woman holding a boombox.,A person holding a boombox.,0,Une femme ayant une boîte à bâtonnet.,Une personne ayant une boîte à bâtonnet.
846,A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat looks at the camera,0,Une femme dans une chemise bleue et un chapeau vert regarde sur la caméra.,Une femme portant une chemise bleue et un chapeau vert regarde sur la caméra
847,A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat smiles at the camera,1,Une femme dans une chemise bleue et un chapeau vert regarde sur la caméra.,Une femme portant une chemise bleue et un chapeau vert sourire à la caméra
848,A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat is on her cellphone,2,Une femme dans une chemise bleue et un chapeau vert regarde sur la caméra.,Une femme portant une chemise bleue et un chapeau vert est sur son cellulaire
849,Cheerleaders are doing a cheer at a football field.,The cheerleaders are wearing black and red uniforms.,1,Les cheerleaders font une hommage sur un terrain de football.,Les cheerleaders portent des uniformes noir et rouge.
850,Cheerleaders are doing a cheer at a football field.,The cheerleaders are wearing clothes.,0,Les cheerleaders font une hommage sur un terrain de football.,Les cheerleaders portent des vêtements.
851,Cheerleaders are doing a cheer at a football field.,The cheerleaders are at the basketball arena.,2,Les cheerleaders font une hommage sur un terrain de football.,Les cheerleaders se trouvent sur l'arène du basket-ball.
852,"An excited, smiling woman stands at a red railing as she holds a boombox to one side.",A human standing.,0,Une femme souriante et enthousiaste se tient à un chariot rouge et elle tient une boîte à l'un des côtés.,Un statut humain.
853,"An excited, smiling woman stands at a red railing as she holds a boombox to one side.",A tall human stanindg.,1,Une femme souriante et enthousiaste se tient à un chariot rouge et elle tient une boîte à l'un des côtés.,A tall human stanindg.
854,"An excited, smiling woman stands at a red railing as she holds a boombox to one side.",Nobody is standing.,2,Une femme souriante et enthousiaste se tient à un chariot rouge et elle tient une boîte à l'un des côtés.,Personne ne se tient.
855,A lady is kneeling wearing a blue shirt.,A lady is close to the floor.,0,Une femme se sert d'une chemise bleue.,Une femme est proche de la parole.
856,A lady is kneeling wearing a blue shirt.,A lady is kneeling before the priest at church.,1,Une femme se sert d'une chemise bleue.,Une femme s'engele devant le prêtre de l'Église.
857,A lady is kneeling wearing a blue shirt.,The woman is doing jumping jacks outside.,2,Une femme se sert d'une chemise bleue.,La femme s'acquitte d'un saut à l'extérieur.
858,The silhouette of three people in front of a wall.,The people are by the wall.,0,La silhouette de trois personnes devant un mur.,Les gens sont par le mur.
859,The silhouette of three people in front of a wall.,The people are running down the country road.,2,La silhouette de trois personnes devant un mur.,Les gens empruntent la route de pays.
860,The silhouette of three people in front of a wall.,The wall is painted.,1,La silhouette de trois personnes devant un mur.,Le mur est peint.
861,Two people wearing blue clothing are making hand gestures next to one another.,A man and a woman are standing next to each other and communicating through sign language.,1,Deux personnes portant des vêtements bleus font des gestes à la main l'un l'autre.,Un homme et une femme se trouvent à côté de l'autre et communiquent par la langue des signes.
862,Two people wearing blue clothing are making hand gestures next to one another.,A man is sitting with his hands in his pockets.,2,Deux personnes portant des vêtements bleus font des gestes à la main l'un l'autre.,Un homme est assis avec ses mains dans sa poche.
863,Two people wearing blue clothing are making hand gestures next to one another.,Two people are next to each other.,0,Deux personnes portant des vêtements bleus font des gestes à la main l'un l'autre.,Deux personnes se trouvent à côté de l'autre.
864,A spotted black and white dog splashes in the water.,the dog is in the water,0,Un chien noir et blanc apparaître dans l'eau.,le chien est dans l'eau
865,A spotted black and white dog splashes in the water.,the dog is swimming by itself,1,Un chien noir et blanc apparaître dans l'eau.,le chien naît en soi
866,A spotted black and white dog splashes in the water.,the dog is eating out of his favorite bowl in the kitchen,2,Un chien noir et blanc apparaître dans l'eau.,le chien se nourrit de son bol préféré dans la cuisine
867,"A large group, wearing pink shirts, waves to onlookers.",A crowd gesticulates.,0,"Un grand groupe, portant des chemises roses, des vagues aux spectateurs.",Une foule gesticule.
868,"A large group, wearing pink shirts, waves to onlookers.",They are raising money.,1,"Un grand groupe, portant des chemises roses, des vagues aux spectateurs.",Ils recueillent de l'argent.
869,"A large group, wearing pink shirts, waves to onlookers.",No one is watching them.,2,"Un grand groupe, portant des chemises roses, des vagues aux spectateurs.",Personne ne les regarde.
870,A baby is playing with a strand of beads.,The beads are multi-colored.,1,Un bébé joue avec un corde de perles.,Les perles sont multicolores.
871,A baby is playing with a strand of beads.,The baby is sleeping.,2,Un bébé joue avec un corde de perles.,Le bébé dorme.
872,A baby is playing with a strand of beads.,The baby is playing.,0,Un bébé joue avec un corde de perles.,Le bébé joue.
873,People are on a stage performing.,people are sleeping,2,Les gens sont en scène.,Les gens dorment
874,People are on a stage performing.,people are singing onstage,1,Les gens sont en scène.,Les gens chantent en scène
875,People are on a stage performing.,pwople are on stage,0,Les gens sont en scène.,pwople sont sur scène
876,A woman is running a marathon in a park.,The woman is running in her backyard.,2,Une femme couronne un marathon dans un parc.,La femme est en train de courir dans son jardin.
877,A woman is running a marathon in a park.,The woman is running fast.,1,Une femme couronne un marathon dans un parc.,La femme est en train de rouler rapidement.
878,A woman is running a marathon in a park.,The woman is outdoors.,0,Une femme couronne un marathon dans un parc.,La femme est à l'extérieur.
879,A group of people point forwards while performing some kind of act.,A group of people point forwards while doing something.,0,Un groupe de personnes oriente vers l'avant tout en accomplissant un acte quelconque.,Un groupe de personnes oriente vers l'avant tout en faisant quelque chose.
880,A group of people point forwards while performing some kind of act.,A group of people fight using tigers.,2,Un groupe de personnes oriente vers l'avant tout en accomplissant un acte quelconque.,Un groupe de gens luttent en utilisant des tigres.
881,A group of people point forwards while performing some kind of act.,A group of people point somewhere while speaking.,1,Un groupe de personnes oriente vers l'avant tout en accomplissant un acte quelconque.,Un groupe de personnes indique quelque part en parlant.
882,Several people are dancing together in sync.,kids are fighting each other.,2,Plusieurs personnes dansent ensemble en synthèse.,Les enfants se battent mutuellement.
883,Several people are dancing together in sync.,man and woman dancing together.,1,Plusieurs personnes dansent ensemble en synthèse.,L'homme et la femme dansent ensemble.
884,Several people are dancing together in sync.,people are dancing.,0,Plusieurs personnes dansent ensemble en synthèse.,Les gens dansent.
885,Group of people dancing,people dance together,0,Groupe de personnes dansant,Les gens dansent ensemble
886,Group of people dancing,people are dancing with one another during a religious ritual,1,Groupe de personnes dansant,Les gens dansent entre eux pendant un rituel religieux
887,Group of people dancing,dogs are mating,2,Groupe de personnes dansant,Les chiens se matérialisent
888,An adult couple enjoys time in a hot tub.,A couple is inside watching TV.,2,Un couple adulte apprécie le temps dans une tubette.,Un couple est à l'intérieur et regarde la télévision.
889,An adult couple enjoys time in a hot tub.,A couple is in a hot tub.,0,Un couple adulte apprécie le temps dans une tubette.,Un couple est dans une tubette chaude.
890,An adult couple enjoys time in a hot tub.,A couple is in a hot tub outside.,1,Un couple adulte apprécie le temps dans une tubette.,Un couple est dans une tubette à l'extérieur.
891,An average looking man is playing the guitar.,The man knows how to play guitar.,0,Un homme à l'image moyenne joue la guitare.,L'homme sait jouer à la guitare.
892,An average looking man is playing the guitar.,The man can play the guitar well.,1,Un homme à l'image moyenne joue la guitare.,L'homme peut bien jouer la guitare.
893,An average looking man is playing the guitar.,The man is playing the drums.,2,Un homme à l'image moyenne joue la guitare.,L'homme joue les tambours.
894,Two tan and white dogs and one tan dog racing down the beach near the water.,three dogs are chasing a ball,1,Deux chiens tan et blancs et un chien tan se trouvent sur la plage près de l'eau.,Trois chiens chassent une balle
895,Two tan and white dogs and one tan dog racing down the beach near the water.,three dogs are outside,0,Deux chiens tan et blancs et un chien tan se trouvent sur la plage près de l'eau.,Trois chiens sont à l'extérieur
896,Two tan and white dogs and one tan dog racing down the beach near the water.,three dogs are laying in a couch,2,Deux chiens tan et blancs et un chien tan se trouvent sur la plage près de l'eau.,Trois chiens pondent dans un canapé
897,A man and woman are walking down the street holding hands.,A man and woman are walking down opposite sides of the street.,2,Un homme et une femme marchent sur la rue en gardant les mains.,Un homme et une femme marchent en face de la rue.
898,A man and woman are walking down the street holding hands.,A couple of people are holding hands while walking.,0,Un homme et une femme marchent sur la rue en gardant les mains.,Quelques personnes tiennent les mains pendant la marche.
899,A man and woman are walking down the street holding hands.,A newlywed couple hold hands and skip down the street.,1,Un homme et une femme marchent sur la rue en gardant les mains.,Un couple nouveau-né tient les mains et s'écarte de la rue.
900,A man is using his computer while seated at a desk.,A man searches the internet sitting down.,1,Un homme utilise son ordinateur alors qu'il est assis à un bureau.,Un homme fouille l'Internet en assis.
901,A man is using his computer while seated at a desk.,A woman drinks a beer at her desk.,2,Un homme utilise son ordinateur alors qu'il est assis à un bureau.,Une femme boire une bière à son bureau.
902,A man is using his computer while seated at a desk.,A man sits at a desk.,0,Un homme utilise son ordinateur alors qu'il est assis à un bureau.,Un homme est assis à un bureau.
903,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Someone is filming.,0,Un équipage de caméras filme deux femmes dans des robes officielles assises sur une couverture au milieu d'un parc.,Quelqu'un filme.
904,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Everyone wearing formal clothes is inside.,2,Un équipage de caméras filme deux femmes dans des robes officielles assises sur une couverture au milieu d'un parc.,Toute personne portant des vêtements officiels est à l'intérieur.
905,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Someone is operating a microphone.,1,Un équipage de caméras filme deux femmes dans des robes officielles assises sur une couverture au milieu d'un parc.,Quelqu'un fonctionne un microphone.
906,man sitting down playing a game of chess alone,A guy playing a board game by himself.,0,l’homme assis à l’aise à l’aise à l’aise seul,Un homme qui joue un jeu de table par lui-même.
907,man sitting down playing a game of chess alone,The man taking a snooze.,2,l’homme assis à l’aise à l’aise à l’aise seul,L'homme qui prend un bourreau.
908,man sitting down playing a game of chess alone,A human sitting down playing one game of chess alone.,1,l’homme assis à l’aise à l’aise à l’aise seul,Un homme assis en jouant un jeu d'échecs seul.
909,Young woman running as two guys in the back try to catch up to her.,group of people running,0,Jeune femme à courir comme deux hommes à l'arrière tentent de l'accélérer.,Groupe de personnes dirigeantes
910,Young woman running as two guys in the back try to catch up to her.,women runs for her life,1,Jeune femme à courir comme deux hommes à l'arrière tentent de l'accélérer.,Les femmes s'envolent pour sa vie
911,Young woman running as two guys in the back try to catch up to her.,women has coffee with two guys,2,Jeune femme à courir comme deux hommes à l'arrière tentent de l'accélérer.,Les femmes ont du café avec deux hommes
912,A man in a blue shirt sits outside alone with a chessboard laid out in front of him.,A man in a blue shirt sitting outside behind a large wooden chessboard.,1,Un homme en châssis bleu se trouve à l'extérieur seul et un carton d'échec est placé devant lui.,Un homme en chemise bleue assis à l'extérieur d'un grand carton d'échec en bois.
913,A man in a blue shirt sits outside alone with a chessboard laid out in front of him.,Someone sitting outside behind a chessboard.,0,Un homme en châssis bleu se trouve à l'extérieur seul et un carton d'échec est placé devant lui.,Quelqu'un se trouvant à l'extérieur d'un tableau d'échec.
914,A man in a blue shirt sits outside alone with a chessboard laid out in front of him.,Two elderly men playing Scrabble.,2,Un homme en châssis bleu se trouve à l'extérieur seul et un carton d'échec est placé devant lui.,Deux hommes âgés jouant Scrabble.
915,A man dressed in blue shirt and shorts sits at a table while playing black in chess.,Two men are playing chess,1,Un homme vêtu d'une chemise bleue et d'un court-métrage assis à une table en chantant noir en échec.,Deux hommes jouent à l'échec
916,A man dressed in blue shirt and shorts sits at a table while playing black in chess.,The man is jogging,2,Un homme vêtu d'une chemise bleue et d'un court-métrage assis à une table en chantant noir en échec.,L'homme jogge
917,A man dressed in blue shirt and shorts sits at a table while playing black in chess.,A man is playing a game,0,Un homme vêtu d'une chemise bleue et d'un court-métrage assis à une table en chantant noir en échec.,Un homme joue un jeu
918,A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.,A man sits in front of a set up chess game.,0,Un jeune homme en blazer bleu et en courtes assis seul devant la table avec un jeu d'échec.,Un homme assis devant un jeu d'échecs.
919,A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.,A man is waiting for his chess opponent to arrive.,1,Un jeune homme en blazer bleu et en courtes assis seul devant la table avec un jeu d'échec.,Un homme attend l'arrivée de son opposant à l'échec.
920,A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.,A grandma plays a game of connect four at the rotary club meeting.,2,Un jeune homme en blazer bleu et en courtes assis seul devant la table avec un jeu d'échec.,Un grand-mère joue un jeu de connecter quatre à la réunion du club rotatif.
921,A young Asian man sits behind a set chessboard waiting for the other player to arrive.,A young man is sitting.,0,Un jeune homme asiatique assis derrière un tableau d'échec en attente de l'arrivée de l'autre joueur.,Un jeune homme est assis.
922,A young Asian man sits behind a set chessboard waiting for the other player to arrive.,A young man is on Mars.,2,Un jeune homme asiatique assis derrière un tableau d'échec en attente de l'arrivée de l'autre joueur.,Un jeune homme est sur Mars.
923,A young Asian man sits behind a set chessboard waiting for the other player to arrive.,A young man is indoors.,1,Un jeune homme asiatique assis derrière un tableau d'échec en attente de l'arrivée de l'autre joueur.,Un jeune homme est à l'intérieur.
924,"Two young men drink beer, leaning on a graffitied wall.",The men are drinking.,0,"Deux jeunes hommes boivent de la bière, en s'inclinant sur un mur graffiti.",Les hommes boivent.
925,"Two young men drink beer, leaning on a graffitied wall.",The men are being sprayed with cans of paint while they are passes out drunk in the alley.,2,"Deux jeunes hommes boivent de la bière, en s'inclinant sur un mur graffiti.",Les hommes sont pulvérisés avec des canaux de peinture tandis qu'ils sont passés en ivre dans la rue.
